7.576606986403931,-279.08278853213415,28.506786486961705
7.819488591292869,-278.64574392614986,28.506052738632505
8.062370196181806,-278.2086993201656,28.505318990303305
8.305251801070744,-277.7716547141813,28.504585241974105
8.548133405959682,-277.334610108197,28.503851493644905
8.791392240326145,-276.89777473954905,28.503865666087115
9.034651074692608,-276.4609393709011,28.503879838529325
9.27790990905907,-276.0241040022531,28.503894010971536
9.521168743425534,-275.58726863360516,28.503908183413746
9.764427577791997,-275.1504332649572,28.503922355855956
10.00768641215846,-274.71359789630924,28.503936528298166
10.249717394693656,-274.27608106288403,28.504091326944817
10.491748377228852,-273.8385642294588,28.504246125591468
10.733779359764048,-273.4010473960336,28.50440092423812
10.975810342299244,-272.9635305626084,28.50455572288477
11.21784132483444,-272.5260137291832,28.504710521531422
11.459872307369636,-272.088496895758,28.504865320178073
11.70216805498686,-271.65112795171973,28.503780203853378
11.944463802604083,-271.21375900768146,28.502695087528682
12.186759550221307,-270.7763900636432,28.501609971203987
12.42905529783853,-270.3390211196049,28.50052485487929
12.671351045455754,-269.90165217556665,28.499439738554596
12.913646793072978,-269.4642832315284,28.4983546222299
13.155942540690202,-269.0269142874901,28.497269505905205
13.39959943300144,-268.59030082639913,28.497336014547678
13.643256325312677,-268.15368736530814,28.49740252319015
13.886913217623915,-267.71707390421716,28.497469031832622
14.130570109935153,-267.2804604431262,28.497535540475095
14.374227002246391,-266.8438469820352,28.497602049117567
14.617883894557629,-266.4072335209442,28.49766855776004
14.861540786868867,-265.9706200598532,28.497735066402512
15.102285033166751,-265.5323938547429,28.497702987445663
15.343029279464636,-265.0941676496326,28.497670908488814
15.58377352576252,-264.6559414445223,28.497638829531965
15.824517772060405,-264.217715239412,28.497606750575116
16.06526201835829,-263.77948903430166,28.497574671618267
16.306006264656173,-263.34126282919135,28.497542592661418
16.546750510954055,-262.90303662408104,28.49751051370457
16.790628825174583,-262.46654686945135,28.49775942388121
17.03450713939511,-262.03005711482166,28.49800833405785
17.278385453615638,-261.59356736019197,28.49825724423449
