t,x,y,v_kph
88.8,-168.14,-5.72,48.2
88.85,-168.16,-6.39,48.2
88.9,-168.17,-7.06,48.2
88.95,-168.19,-7.73,48.2
89.0,-168.21,-8.4,48.2
89.05,-168.22,-9.07,48.2
89.1,-168.24,-9.74,48.2
89.15,-168.25,-10.41,48.2
89.2,-168.27,-11.07,48.2
89.25,-168.28,-11.74,48.2
89.3,-168.3,-12.41,48.2
89.35,-168.31,-13.08,48.2
89.4,-168.33,-13.75,48.2
89.45,-168.34,-14.42,48.2
89.5,-168.36,-15.09,48.2
89.55,-168.37,-15.76,48.2
89.6,-168.39,-16.43,48.2
89.65,-168.41,-17.1,48.2
89.7,-168.42,-17.77,48.2
89.75,-168.44,-18.44,48.2
89.8,-168.45,-19.11,48.2
89.85,-168.47,-19.78,48.2
89.9,-168.48,-20.45,48.2
89.95,-168.5,-21.12,48.2
90.0,-168.51,-21.78,48.2
90.05,-168.53,-22.45,48.2
90.1,-168.54,-23.12,48.2
90.15,-168.56,-23.79,48.2
90.2,-168.57,-24.46,48.2
90.25,-168.59,-25.13,48.2
90.3,-168.6,-25.8,48.2
90.35,-168.62,-26.47,48.2
90.4,-168.64,-27.14,48.2
90.45,-168.65,-27.81,48.2
90.5,-168.67,-28.48,48.2
90.55,-168.68,-29.15,48.2
90.6,-168.7,-29.82,48.2
90.65,-168.71,-30.49,48.2
90.7,-168.73,-31.16,48.2
90.75,-168.74,-31.83,48.2
90.8,-168.76,-32.5,48.2
90.85,-168.77,-33.16,48.2
90.9,-168.79,-33.83,48.2
90.95,-168.8,-34.5,48.2
91.0,-168.82,-35.17,48.2
91.05,-168.84,-35.84,48.2
91.1,-168.85,-36.51,48.2
91.15,-168.87,-37.18,48.2
91.2,-168.88,-37.85,48.2
91.25,-168.9,-38.52,48.2
91.3,-168.91,-39.19,48.2
91.35,-168.93,-39.86,48.2
91.4,-168.94,-40.53,48.2
91.45,-168.96,-41.2,48.2
91.5,-168.97,-41.87,48.2
91.55,-168.99,-42.54,48.2
91.6,-169.0,-43.21,48.2
91.65,-169.02,-43.88,48.2
91.7,-169.03,-44.54,48.2
91.75,-169.05,-45.21,48.2
91.8,-169.06,-45.88,48.2
91.85,-169.08,-46.55,48.2
91.9,-169.09,-47.22,48.2
91.95,-169.11,-47.89,48.2
92.0,-169.13,-48.56,48.2
92.05,-169.14,-49.23,48.2
92.1,-169.16,-49.9,48.2
92.15,-169.17,-50.57,48.2
92.2,-169.19,-51.24,48.2
92.25,-169.2,-51.91,48.2
92.3,-169.22,-52.58,48.2
92.35,-169.23,-53.25,48.2
92.4,-169.25,-53.92,48.2
92.45,-169.27,-54.59,48.2
92.5,-169.28,-55.25,48.2
92.55,-169.3,-55.92,48.2
92.6,-169.31,-56.59,48.2
92.65,-169.32,-57.26,48.2
92.7,-169.34,-57.93,48.2
92.75,-169.35,-58.6,48.2
92.8,-169.37,-59.27,48.2
92.85,-169.38,-59.94,48.2
92.9,-169.39,-60.61,48.2
92.95,-169.41,-61.28,48.2
93.0,-169.42,-61.95,48.2
93.05,-169.44,-62.62,48.2
93.1,-169.45,-63.29,48.2
93.15,-169.47,-63.96,48.2
93.2,-169.48,-64.63,48.2
93.25,-169.49,-65.3,48.2
93.3,-169.51,-65.97,48.2
93.35,-169.52,-66.63,48.2
93.4,-169.54,-67.3,48.2
93.45,-169.55,-67.97,48.2
93.5,-169.57,-68.64,48.2
93.55,-169.58,-69.31,48.2
93.6,-169.6,-69.98,48.2
93.65,-169.61,-70.65,48.2
93.7,-169.63,-71.32,48.2
93.75,-169.64,-71.99,48.2
93.8,-169.66,-72.66,48.2
93.85,-169.67,-73.33,48.2
93.9,-169.68,-74.0,48.2
93.95,-169.7,-74.67,48.2
94.0,-169.72,-75.34,48.2
94.05,-169.73,-76.01,48.2
94.1,-169.75,-76.68,48.2
94.15,-169.76,-77.35,48.2
94.2,-169.78,-78.01,48.2
94.25,-169.79,-78.68,48.2
94.3,-169.81,-79.35,48.2
94.35,-169.82,-80.02,48.2
94.4,-169.83,-80.69,48.2
94.45,-169.85,-81.36,48.2
94.5,-169.86,-82.03,48.2
94.55,-169.87,-82.7,48.2
94.6,-169.87,-83.37,48.2
94.65,-169.88,-84.04,48.2
94.7,-169.89,-84.71,48.2
94.75,-169.89,-85.38,48.2
94.8,-169.89,-86.05,48.2
94.85,-169.89,-86.72,48.2
94.9,-169.88,-87.39,48.2
94.95,-169.88,-88.06,48.2
95.0,-169.87,-88.73,48.2
95.05,-169.85,-89.4,48.2
95.1,-169.84,-90.07,48.2
95.15,-169.82,-90.74,48.2
95.2,-169.8,-91.4,48.2
95.25,-169.77,-92.07,48.2
95.3,-169.74,-92.74,48.2
95.35,-169.71,-93.41,48.2
95.4,-169.67,-94.08,48.2
95.45,-169.62,-94.75,48.2
95.5,-169.58,-95.42,48.2
95.55,-169.53,-96.08,48.2
95.6,-169.47,-96.75,48.2
95.65,-169.41,-97.42,48.2
95.7,-169.34,-98.08,48.2
95.75,-169.27,-98.75,48.2
95.8,-169.2,-99.41,48.2
95.85,-169.11,-100.08,48.2
95.9,-169.03,-100.74,48.2
95.95,-168.94,-101.41,48.2
96.0,-168.84,-102.07,48.2
96.05,-168.74,-102.73,48.2
96.1,-168.64,-103.39,48.2
96.15,-168.53,-104.05,48.2
96.2,-168.41,-104.71,48.2
96.25,-168.29,-105.37,48.2
96.3,-168.17,-106.03,48.2
96.35,-168.04,-106.69,48.2
96.4,-167.9,-107.34,48.2
96.45,-167.76,-108.0,48.2
96.5,-167.62,-108.65,48.2
96.55,-167.47,-109.3,48.2
96.6,-167.31,-109.95,48.2
96.65,-167.16,-110.61,48.2
96.7,-166.99,-111.25,48.2
96.75,-166.82,-111.9,48.2
96.8,-166.65,-112.55,48.2
96.85,-166.47,-113.19,48.2
96.9,-166.29,-113.84,48.2
96.95,-166.1,-114.48,48.2
97.0,-165.91,-115.12,48.2
97.05,-165.71,-115.76,48.2
97.1,-165.51,-116.4,48.2
97.15,-165.3,-117.04,48.2
97.2,-165.09,-117.67,48.2
97.25,-164.87,-118.3,48.2
97.3,-164.65,-118.94,48.2
97.35,-164.42,-119.57,48.2
97.4,-164.19,-120.19,48.2
97.45,-163.95,-120.82,48.2
97.5,-163.71,-121.44,48.2
97.55,-163.46,-122.07,48.2
97.6,-163.21,-122.69,48.2
97.65,-162.95,-123.3,48.2
97.7,-162.69,-123.92,48.2
97.75,-162.42,-124.53,48.2
97.8,-162.15,-125.15,48.2
97.85,-161.87,-125.75,48.2
97.9,-161.58,-126.36,48.2
97.95,-161.3,-126.97,48.2
98.0,-161.0,-127.57,48.2
98.05,-160.71,-128.17,48.2
98.1,-160.41,-128.77,48.2
98.15,-160.1,-129.36,48.2
98.2,-159.79,-129.96,48.2
98.25,-159.48,-130.55,48.2
98.3,-159.16,-131.14,48.2
98.35,-158.85,-131.73,48.2
98.4,-158.52,-132.32,48.2
98.45,-158.2,-132.9,48.2
98.5,-157.87,-133.48,48.2
98.55,-157.54,-134.07,48.2
98.6,-157.21,-134.65,48.2
98.65,-156.87,-135.23,48.2
98.7,-156.53,-135.8,48.2
98.75,-156.19,-136.38,48.2
98.8,-155.85,-136.96,48.2
98.85,-155.5,-137.53,48.2
98.9,-155.16,-138.1,48.2
98.95,-154.81,-138.67,48.2
99.0,-154.46,-139.25,48.2
99.05,-154.11,-139.82,48.2
99.1,-153.76,-140.38,48.2
99.15,-153.4,-140.95,48.2
99.2,-153.05,-141.52,48.2
99.25,-152.69,-142.09,48.2
99.3,-152.34,-142.66,48.2
99.35,-151.98,-143.22,48.2
99.4,-151.62,-143.79,48.2
99.45,-151.27,-144.36,48.2
99.5,-150.91,-144.92,48.2
99.55,-150.55,-145.49,48.2
99.6,-150.2,-146.06,48.2
99.65,-149.84,-146.62,48.2
99.7,-149.48,-147.19,48.2
99.75,-149.12,-147.75,48.2
99.8,-148.76,-148.32,48.2
99.85,-148.4,-148.88,48.2
99.9,-148.04,-149.45,48.2
99.95,-147.68,-150.01,48.2
100.0,-147.32,-150.58,48.2
100.05,-146.96,-151.14,48.2
100.1,-146.6,-151.7,48.2
100.15,-146.24,-152.27,48.2
100.2,-145.88,-152.83,48.2
100.25,-145.52,-153.4,48.2
100.3,-145.16,-153.96,48.2
100.35,-144.8,-154.52,48.2
100.4,-144.43,-155.09,48.2
100.45,-144.07,-155.65,48.2
100.5,-143.71,-156.22,48.2
100.55,-143.35,-156.78,48.2
100.6,-142.99,-157.34,48.2
100.65,-142.63,-157.91,48.2
100.7,-142.27,-158.47,48.2
100.75,-141.91,-159.04,48.2
100.8,-141.55,-159.6,48.2
100.85,-141.19,-160.17,48.2
100.9,-140.84,-160.73,48.2
100.95,-140.48,-161.3,48.2
101.0,-140.12,-161.87,48.2
101.05,-139.77,-162.44,48.2
101.1,-139.42,-163.01,48.2
101.15,-139.07,-163.58,48.2
101.2,-138.72,-164.15,48.2
101.25,-138.38,-164.73,48.2
101.3,-138.04,-165.3,48.2
101.35,-137.7,-165.88,48.2
101.4,-137.37,-166.46,48.2
101.45,-137.03,-167.04,48.2
101.5,-136.71,-167.63,48.2
101.55,-136.38,-168.21,48.2
101.6,-136.06,-168.8,48.2
101.65,-135.74,-169.39,48.2
101.7,-135.43,-169.98,48.2
101.75,-135.12,-170.57,48.2
101.8,-134.81,-171.17,48.2
101.85,-134.51,-171.77,48.2
101.9,-134.22,-172.37,48.2
101.95,-133.92,-172.97,48.2
102.0,-133.64,-173.57,48.2
102.05,-133.35,-174.18,48.2
102.1,-133.08,-174.79,48.2
102.15,-132.81,-175.4,48.2
102.2,-132.54,-176.02,48.2
102.25,-132.29,-176.64,48.2
102.3,-132.03,-177.26,48.2
102.35,-131.79,-177.88,48.2
102.4,-131.55,-178.51,48.2
102.45,-131.31,-179.13,48.2
102.5,-131.08,-179.76,48.2
102.55,-130.86,-180.39,48.2
102.6,-130.65,-181.03,48.2
102.65,-130.44,-181.66,48.2
102.7,-130.23,-182.3,48.2
102.75,-130.04,-182.94,48.2
102.8,-129.85,-183.58,48.2
102.85,-129.67,-184.23,48.2
102.9,-129.49,-184.87,48.2
102.95,-129.32,-185.52,48.2
103.0,-129.16,-186.17,48.2
103.05,-129.0,-186.82,48.2
103.1,-128.85,-187.47,48.2
103.15,-128.7,-188.13,48.2
103.2,-128.57,-188.78,48.2
103.25,-128.43,-189.44,48.2
103.3,-128.31,-190.1,48.2
103.35,-128.19,-190.76,48.2
103.4,-128.07,-191.42,48.2
103.45,-127.96,-192.08,48.2
103.5,-127.86,-192.74,48.2
103.55,-127.76,-193.4,48.2
103.6,-127.66,-194.06,48.2
103.65,-127.58,-194.73,48.2
103.7,-127.5,-195.39,48.2
103.75,-127.42,-196.06,48.2
103.8,-127.36,-196.72,48.2
103.85,-127.3,-197.39,48.2
103.9,-127.24,-198.06,48.2
103.95,-127.2,-198.73,48.2
104.0,-127.16,-199.39,48.2
104.05,-127.12,-200.06,48.2
104.1,-127.1,-200.73,48.2
104.15,-127.08,-201.4,48.2
104.2,-127.06,-202.07,48.2
104.25,-127.06,-202.74,48.2
104.3,-127.06,-203.41,48.2
104.35,-127.06,-204.08,48.2
104.4,-127.08,-204.75,48.2
104.45,-127.09,-205.42,48.2
104.5,-127.12,-206.09,48.2
104.55,-127.15,-206.76,48.2
104.6,-127.19,-207.42,48.2
104.65,-127.23,-208.09,48.2
104.7,-127.29,-208.76,48.2
104.75,-127.34,-209.43,48.2
104.8,-127.41,-210.09,48.2
